,F_r,F_t,ThL,N,a,lens_id,z_use,name,f435w-f606w,f435w-f814w,f814w-f606w,rchi2,SNR,lens_Mag_F814W,lens_z
24,-0.028618690381523548,-0.6429699769057946,18.295484311793487,2.0,0.23515201463260277,10.0,3.2914,abell2744_561,1.8659,1.5440000000000005,0.3218999999999994,0.8969654112369265,56.17118341064869,-19.842829409133113,0.2863
25,0.0885670218039448,0.1427730631541687,9.86330804144655,1.0,0.19792663999899832,6.0,0.7889,abell2744_577,1.5199999999999996,1.8846999999999987,-0.3646999999999992,0.32068500758694846,35.88150082392017,-21.06032994295848,0.314
26,-0.07694015055924044,0.1493602294640916,25.97009051575808,2.0,0.19792663999899832,10.0,0.7889,abell2744_577,1.5199999999999996,1.8846999999999987,-0.3646999999999992,0.32068500758694846,35.88150082392017,-19.842829409133113,0.2863
27,0.08907857063906462,-0.7736749087048631,24.670615632293423,1.0,0.2407746762039725,7.0,1.1502,abell2744_582,0.7652000000000001,0.6008999999999993,0.16430000000000078,0.39520527291263613,35.407328603496296,-20.347276772733533,0.3866
28,0.6232063342493547,-0.6713067237953303,8.022995056045618,1.0,0.29857741707981245,6.0,2.9158,abell2744_596,1.4719000000000015,1.0427,0.4292000000000016,0.4358785444504592,67.71560184112798,-21.06032994295848,0.314
29,0.7793578159698913,0.48129019016387525,22.683987949927626,2.0,0.29857741707981245,10.0,2.9158,abell2744_596,1.4719000000000015,1.0427,0.4292000000000016,0.4358785444504592,67.71560184112798,-19.842829409133113,0.2863
30,-0.3338923050857795,0.3139208473774376,22.440129462167455,1.0,0.3126313050525141,7.0,0.9369,abell2744_598,0.9612999999999978,0.8908999999999985,0.07039999999999935,0.26997925401312656,20.013788368871783,-20.347276772733533,0.3866
31,-0.2197124201424025,0.40219003250805724,28.26347044974201,2.0,0.3126313050525141,17.0,0.9369,abell2744_598,0.9612999999999978,0.8908999999999985,0.07039999999999935,0.26997925401312656,20.013788368871783,-18.98773515694442,0.3316
32,0.1795355685700425,0.34575652525580197,11.748725104574861,1.0,0.21830864822947646,6.0,0.5583,abell2744_615,1.3933,1.344799999999999,0.048500000000000654,0.6441132900280833,86.97678402380201,-21.06032994295848,0.314
33,0.26295254593236034,-0.28746574357029814,26.03470428254488,2.0,0.21830864822947646,7.0,0.5583,abell2744_615,1.3933,1.344799999999999,0.048500000000000654,0.6441132900280833,86.97678402380201,-20.347276772733533,0.3866
34,0.5442626668698145,0.3685133714135751,3.5174352883147377,1.0,0.4033130241020702,10.0,1.7215,abell2744_618,0.9111000000000012,0.4405000000000001,0.470600000000001,0.8188427342722663,47.28312456529994,-19.842829409133113,0.2863
35,0.4602095379500801,-0.4692879037846768,22.911686002493383,2.0,0.4033130241020702,6.0,1.7215,abell2744_618,0.9111000000000012,0.4405000000000001,0.470600000000001,0.8188427342722663,47.28312456529994,-21.06032994295848,0.314
36,-0.10039905482971788,0.14743780482001664,12.711691924934925,1.0,0.21619861551557948,10.0,3.8761,abell2744_625,2.0187999999999993,1.837299999999999,0.18149999999999974,0.4455160878515468,24.18168426673541,-19.842829409133113,0.2863
